Neighborhood Name,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Belem,38.7,-9.2,Minipreco,38.701477688132,-9.20466224055169,Grocery Store
Belem,38.7,-9.2,Belem Beach,38.69635701566944,-9.19731719136741,Food Truck
Belem,38.7,-9.2,Outra Opção (antiga Panibel),38.7041902360868,-9.199464386029884,Bakery
Benfica,38.751111,-9.202222,A Padaria Portuguesa,38.75072714470547,-9.201862751186104,Bakery
Benfica,38.751111,-9.202222,Teatro Turim,38.75070150903262,-9.202287736743411,Theater
Benfica,38.751111,-9.202222,Com Calma,38.75183470428584,-9.199237224186309,Coffee Shop
Benfica,38.751111,-9.202222,Mata de Benfica - Parque Silva Porto,38.74902996577652,-9.20472714824521,Park
Benfica,38.751111,-9.202222,Solar Benfica,38.75128900600334,-9.20011415859407,Restaurant
Benfica,38.751111,-9.202222,A Travessa do Rio,38.75051110517916,-9.198650392435445,Portuguese Restaurant
Benfica,38.751111,-9.202222,Mercado de Benfica,38.750812176627306,-9.206117267243561,Market
Benfica,38.751111,-9.202222,Edmundo,38.750498894613116,-9.197336394180757,Seafood Restaurant
Benfica,38.751111,-9.202222,Aquaplante,38.75361283980844,-9.19925345001101,Pet Store
Benfica,38.751111,-9.202222,Pastelaria Nilo,38.75076794813336,-9.20179515494957,Breakfast Spot
Benfica,38.751111,-9.202222,Brasa Das Gravatas,38.75459224963259,-9.200419244358192,Seafood Restaurant
Benfica,38.751111,-9.202222,Pastelaria Fim de Século,38.750194,-9.207856,Café
Benfica,38.751111,-9.202222,Cervejaria Boa Esperança,38.75017,-9.197366,Seafood Restaurant
Benfica,38.751111,-9.202222,Spicy Café,38.75228247942498,-9.198739926200515,Café
Benfica,38.751111,-9.202222,Matuya,38.7507848623306,-9.198015444503158,Sushi Restaurant
Benfica,38.751111,-9.202222,Tonga,38.75230925188497,-9.197065340020684,Gastropub
Benfica,38.751111,-9.202222,O Violino,38.75063728546585,-9.202839576240516,Seafood Restaurant
Benfica,38.751111,-9.202222,Clube Futebol Benfica,38.749458514381836,-9.206441812099925,Soccer Field
Benfica,38.751111,-9.202222,Restaurante David,38.74909812320527,-9.20190319192166,Restaurant
Benfica,38.751111,-9.202222,Lua de Mel,38.75070260164985,-9.202758518919234,Bakery
Benfica,38.751111,-9.202222,Monalisa,38.75196949456823,-9.205919997760324,Café
Benfica,38.751111,-9.202222,"Caco ""O original""",38.75063727922934,-9.19770524008279,Burger Joint
Benfica,38.751111,-9.202222,Córsega,38.7502193206528,-9.20214661608022,Portuguese Restaurant
Benfica,38.751111,-9.202222,Farmácia Uruguai,38.75177835764391,-9.1972821056353,Pharmacy
Benfica,38.751111,-9.202222,Pão de Chocolate,38.75056258438597,-9.197917372620305,Coffee Shop
Benfica,38.751111,-9.202222,"Pastelaria ""Trenó""",38.7541180667737,-9.197997515339267,Café
Benfica,38.751111,-9.202222,Scala II,38.7525253679164,-9.203715675993916,Café
Benfica,38.751111,-9.202222,Bitoque Real,38.75232767766959,-9.204408019286994,Portuguese Restaurant
Benfica,38.751111,-9.202222,Continente Bom Dia,38.749879,-9.204775,Supermarket
Benfica,38.751111,-9.202222,Marisqueira A Roda,38.750502206626244,-9.19731616973877,Seafood Restaurant
Benfica,38.751111,-9.202222,Jardim do Mercado de Benfica,38.75022203380553,-9.207480364431193,Park
Benfica,38.751111,-9.202222,Pastelaria Lua,38.750501,-9.202762,Café
Benfica,38.751111,-9.202222,Cineteatro Turim,38.75085514057781,-9.201887485597405,Movie Theater
Benfica,38.751111,-9.202222,Centro Comercial Nevada,38.751040448421065,-9.203163774419572,Shopping Mall
Benfica,38.751111,-9.202222,Domino's Pizza,38.74942832682117,-9.203169378045429,Pizza Place
Benfica,38.751111,-9.202222,Restaurante Chines Sihai,38.749110817544214,-9.201829791955515,Chinese Restaurant
Benfica,38.751111,-9.202222,Farmacia União,38.75112748724792,-9.199621236248547,Pharmacy
Benfica,38.751111,-9.202222,Restaurante Si Hai,38.74906833459606,-9.20177930995369,Asian Restaurant
Benfica,38.751111,-9.202222,Jardins de Benfica,38.74943416884423,-9.202109246158738,Breakfast Spot
Benfica,38.751111,-9.202222,myiced,38.75000593564636,-9.198128467249909,Frozen Yogurt Shop
Campo de Ourique,38.71527800000001,-9.166944,Mercado de Campo de Ourique,38.71625276089072,-9.166802961944121,Market
Campo de Ourique,38.71527800000001,-9.166944,O Magano,38.716875583839325,-9.165579359731055,Portuguese Restaurant
Campo de Ourique,38.71527800000001,-9.166944,Coelho da Rocha,38.716547,-9.166693,Portuguese Restaurant
Campo de Ourique,38.71527800000001,-9.166944,A Paródia,38.7135118232982,-9.164806229722226,Bar
Campo de Ourique,38.71527800000001,-9.166944,Praca S. João Bosco,38.714146,-9.169307,Plaza
Campo de Ourique,38.71527800000001,-9.166944,Jardim Teófilo Braga (da Parada),38.718032609574344,-9.165063362403448,Garden
Campo de Ourique,38.71527800000001,-9.166944,Maritaca,38.71377703742261,-9.164645805718035,Pizza Place
Campo de Ourique,38.71527800000001,-9.166944,Tasca da Esquina,38.715490309105554,-9.16374568170718,Restaurant
Campo de Ourique,38.71527800000001,-9.166944,Verde Gaio,38.716285354267626,-9.166419813865518,Portuguese Restaurant
Campo de Ourique,38.71527800000001,-9.166944,Quiosque de Campo de Ourique - Hamburgueria da Parada,38.718046087984014,-9.165090295334668,Burger Joint
Campo de Ourique,38.71527800000001,-9.166944,Segredos de Goa,38.71624706805637,-9.167296886444092,Indian Restaurant
Campo de Ourique,38.71527800000001,-9.166944,Amélia Lisboa,38.71769491140002,-9.164273614848273,Breakfast Spot
Campo de Ourique,38.71527800000001,-9.166944,Atalho do Mercado,38.71622368038332,-9.166761608101854,Steakhouse
Campo de Ourique,38.71527800000001,-9.166944,O Melhor Bolo de Chocolate do Mundo,38.716402733900715,-9.167116916850404,Dessert Shop
Campo de Ourique,38.71527800000001,-9.166944,Fiammetta,38.717535,-9.164409,Italian Restaurant
Campo de Ourique,38.71527800000001,-9.166944,Pingo Doce,38.71606290125692,-9.163970947265625,Grocery Store
Campo de Ourique,38.71527800000001,-9.166944,Moules & Beer,38.718682061596546,-9.16511125792139,Restaurant
Campo de Ourique,38.71527800000001,-9.166944,La Focacceria Pugliese,38.71649028792924,-9.165586037772663,Italian Restaurant
Campo de Ourique,38.71527800000001,-9.166944,Cervejaria da Esquina,38.71924040897726,-9.16730157198789,Seafood Restaurant
Campo de Ourique,38.71527800000001,-9.166944,A Padaria Portuguesa,38.71819450824935,-9.165023386991303,Bakery
Campo de Ourique,38.71527800000001,-9.166944,Pastelaria Aloma,38.717410701509934,-9.166474248830323,Bakery
Campo de Ourique,38.71527800000001,-9.166944,Peixaria da Esquina,38.71924554016488,-9.167354613592009,Seafood Restaurant
Campo de Ourique,38.71527800000001,-9.166944,Friendly Flamingo,38.716707,-9.164823,Coffee Shop
Campo de Ourique,38.71527800000001,-9.166944,O Bitoque,38.71666393967159,-9.163979005013804,Portuguese Restaurant
Campo de Ourique,38.71527800000001,-9.166944,Padaria do Bairro,38.71744705042128,-9.16570354087953,Bakery
Campo de Ourique,38.71527800000001,-9.166944,Hikidashi,38.716637484020545,-9.162513310323973,Japanese Restaurant
Campo de Ourique,38.71527800000001,-9.166944,Mercearia do campo,38.715769907643484,-9.16309118270874,Café
Campo de Ourique,38.71527800000001,-9.166944,Piscina Municipal de Campo de Ourique,38.71830490767201,-9.170625334985473,Pool
Campo de Ourique,38.71527800000001,-9.166944,Tecidos Vidal,38.71454290139878,-9.168296537585077,Furniture / Home Store
Campo de Ourique,38.71527800000001,-9.166944,Flagrante Delitro,38.716753026412874,-9.162667131969005,Portuguese Restaurant
Campo de Ourique,38.71527800000001,-9.166944,Trempe,38.71662650680988,-9.162194945174054,Portuguese Restaurant
Campo de Ourique,38.71527800000001,-9.166944,Raffi's Bagels,38.71652702738418,-9.161640101147492,Bagel Shop
Campo de Ourique,38.71527800000001,-9.166944,Bar Mignon,38.717978293461826,-9.162347079333681,Bar
Campo de Ourique,38.71527800000001,-9.166944,A Padaria do Povo,38.7180128787958,-9.16287542957432,Bar
Campo de Ourique,38.71527800000001,-9.166944,Botica do Café,38.71743468302699,-9.169566726364517,Coffee Shop
Campo de Ourique,38.71527800000001,-9.166944,Cafe Pastelaria Cascata,38.715571631611816,-9.169536995058667,Café
Campo de Ourique,38.71527800000001,-9.166944,Red: We like it raw,38.71398,-9.169174,Sandwich Place
Campo de Ourique,38.71527800000001,-9.166944,Prazeres (tram),38.714167,-9.169367,Tram Station
Campo de Ourique,38.71527800000001,-9.166944,Os Minhotos,38.71546170714414,-9.170591618732868,Restaurant
Campo de Ourique,38.71527800000001,-9.166944,Go Natural Supermercado,38.7187254491544,-9.168128726563172,Organic Grocery
Campolide,38.72638900000001,-9.163333,Escondidinho das Amoreiras,38.72571520422279,-9.163018092376557,Restaurant
Campolide,38.72638900000001,-9.163333,A Valenciana,38.72751423379995,-9.161857056769362,Portuguese Restaurant
Campolide,38.72638900000001,-9.163333,Cacao Sampaka,38.72371579644892,-9.162613521082289,Chocolate Shop
Campolide,38.72638900000001,-9.163333,Lush,38.723036539936295,-9.162177954933135,Cosmetics Shop
Campolide,38.72638900000001,-9.163333,Dom Pedro Palace Hotel,38.7246018314098,-9.16008678271505,Hotel
Campolide,38.72638900000001,-9.163333,Sushi Café,38.72296464626184,-9.162847101688385,Sushi Restaurant
Campolide,38.72638900000001,-9.163333,EPIC SANA Lisboa Hotel,38.724560469190415,-9.15845643430455,Hotel
Campolide,38.72638900000001,-9.163333,Amoreiras 360º Panoramic View,38.72367902928724,-9.16138047965274,Scenic Lookout
Campolide,38.72638900000001,-9.163333,Amoreiras Shopping Center,38.72344198393148,-9.16192003145119,Shopping Mall
Campolide,38.72638900000001,-9.163333,Zara,38.72355028934193,-9.163214360153852,Clothing Store
Campolide,38.72638900000001,-9.163333,Lux Lisboa Park Hotel,38.72774770784041,-9.158445893336053,Hotel
Campolide,38.72638900000001,-9.163333,Stop do Bairro,38.727254,-9.163024,Portuguese Restaurant
Campolide,38.72638900000001,-9.163333,Dim Sum Light & Fun,38.723166296403576,-9.162923731796434,Dim Sum Restaurant
Campolide,38.72638900000001,-9.163333,Cantinho do Alfredo,38.72886969895614,-9.163925285172558,Portuguese Restaurant
Campolide,38.72638900000001,-9.163333,Hayaci,38.72885928733072,-9.163878117787757,Japanese Restaurant
Campolide,38.72638900000001,-9.163333,Block House,38.72276794110822,-9.162018299102783,Steakhouse
Campolide,38.72638900000001,-9.163333,Madpizza,38.72258073680647,-9.160752956889564,Pizza Place
Campolide,38.72638900000001,-9.163333,Barbatana,38.72247513071731,-9.161442631957062,Seafood Restaurant
Campolide,38.72638900000001,-9.163333,A Padaria Portuguesa,38.723604980564765,-9.162619113922117,Bakery
Campolide,38.72638900000001,-9.163333,Honda Motorway,38.730281574674486,-9.162198209027968,Motorcycle Shop
Campolide,38.72638900000001,-9.163333,Upscale Bar,38.72456268661531,-9.15845654612255,Hotel Bar
Campolide,38.72638900000001,-9.163333,Flor de Lis,38.72455472551765,-9.158494880494992,Restaurant
Campolide,38.72638900000001,-9.163333,GMS - Store Amoreiras,38.72298849291323,-9.16211914728291,Electronics Store
Campolide,38.72638900000001,-9.163333,Holmes Place Amoreiras,38.722738752146874,-9.160832551285566,Gym / Fitness Center
Campolide,38.72638900000001,-9.163333,Bertrand,38.72345951957881,-9.162223829244674,Bookstore
Campolide,38.72638900000001,-9.163333,La Brasserie de L'Entrecôte,38.723170711647974,-9.162996750773157,French Restaurant
Campolide,38.72638900000001,-9.163333,Eric Kayser Boulanger,38.72260065583863,-9.16076635815109,Bakery
Campolide,38.72638900000001,-9.163333,Area,38.72341116244611,-9.161743330057712,Furniture / Home Store
Campolide,38.72638900000001,-9.163333,Joshua's Shoarma Grill,38.722150236724715,-9.161970158129176,Falafel Restaurant
Campolide,38.72638900000001,-9.163333,Italian Republic,38.722813905706616,-9.162738971379921,Restaurant
Campolide,38.72638900000001,-9.163333,Smooy - Authentic Frozen Yogurt (iogurte gelado),38.72280191469103,-9.162218423129017,Ice Cream Shop
Campolide,38.72638900000001,-9.163333,Dança Livre - Escola de Dança,38.727669210066495,-9.161342637205195,Dance Studio
Campolide,38.72638900000001,-9.163333,Selfish,38.72228896907129,-9.161611078635115,Seafood Restaurant
Campolide,38.72638900000001,-9.163333,Cinemas NOS Amoreiras,38.7228683863607,-9.161782264709473,Movie Theater
Campolide,38.72638900000001,-9.163333,Celeiro,38.72335481520213,-9.161673304799512,Health Food Store
Campolide,38.72638900000001,-9.163333,Fnac,38.72341946653203,-9.161489299685618,Electronics Store
Campolide,38.72638900000001,-9.163333,Il Gattopardo,38.72446,-9.160638,Italian Restaurant
Campolide,38.72638900000001,-9.163333,O Madeirense,38.72248334545944,-9.161953926086426,Restaurant
Campolide,38.72638900000001,-9.163333,Pastelaria Milano,38.72304895061292,-9.16205461803738,Bakery
Campolide,38.72638900000001,-9.163333,Confeitaria Nacional Balthazar,38.72396606773884,-9.161911761895976,Bakery
Campolide,38.72638900000001,-9.163333,Chimarrão,38.72249436910388,-9.161802153318012,Brazilian Restaurant
Campolide,38.72638900000001,-9.163333,Delta,38.72316094070905,-9.162483114830858,Coffee Shop
Campolide,38.72638900000001,-9.163333,Garden Burger,38.72256705017967,-9.161674976348875,Fast Food Restaurant
Carnide,38.760833,-9.183611,Restaurante Jardim da Luz,38.761634047148085,-9.183974206743272,Restaurant
Carnide,38.760833,-9.183611,Adega das Gravatas,38.76049208887418,-9.187940270607774,Portuguese Restaurant
Carnide,38.760833,-9.183611,100% Hamburgueria,38.76126790295377,-9.17971523727397,Burger Joint
Carnide,38.760833,-9.183611,Taberna Gourmet,38.763352442612565,-9.180207145254853,Mediterranean Restaurant
Carnide,38.760833,-9.183611,O Miudinho,38.75988652536507,-9.188487235295197,Restaurant
Carnide,38.760833,-9.183611,Dim Sum Park,38.76213,-9.178935,Dim Sum Restaurant
Carnide,38.760833,-9.183611,Carvoeiro de Palma,38.7600260742955,-9.188978007159367,Restaurant
Carnide,38.760833,-9.183611,Largo do Coreto de Carnide,38.76000737161195,-9.188886322252218,Historic Site
Carnide,38.760833,-9.183611,A Padaria Portuguesa,38.76320565415456,-9.18036692632612,Bakery
Carnide,38.760833,-9.183611,Jardim da Alameda Roentgen,38.762232596312934,-9.17854114625246,Garden
Carnide,38.760833,-9.183611,Adega de Carnide,38.75998398875153,-9.188230024236503,Portuguese Restaurant
Carnide,38.760833,-9.183611,O Galito (novo),38.757820609058946,-9.186600224295253,Portuguese Restaurant
Carnide,38.760833,-9.183611,Pão de Carnide,38.75805402296122,-9.187636597317006,Bakery
Carnide,38.760833,-9.183611,Musaxi,38.76260493962585,-9.179874427769084,Sushi Restaurant
Carnide,38.760833,-9.183611,Lizarran,38.763268747291185,-9.179590179554697,Tapas Restaurant
Carnide,38.760833,-9.183611,Ecome,38.760730660446775,-9.178039148988821,Café
Carnide,38.760833,-9.183611,Wok Ninja,38.76399239447785,-9.180292596223778,Asian Restaurant
Carnide,38.760833,-9.183611,Pizza Hut,38.76218134655215,-9.179578969656541,Pizza Place
Carnide,38.760833,-9.183611,Fábrica do Pão,38.763340435950965,-9.180482687123318,Bakery
Carnide,38.760833,-9.183611,Teatro de Carnide,38.76207309787901,-9.187037944793701,Theater
Carnide,38.760833,-9.183611,Samurai: Sushi-Bar,38.76265878054126,-9.180090251188805,Sushi Restaurant
Carnide,38.760833,-9.183611,as primas,38.76324462890625,-9.180534362792969,Café
Carnide,38.760833,-9.183611,Sanhe Sushi,38.762275424212504,-9.178863056472162,Sushi Restaurant
Carnide,38.760833,-9.183611,A Caçoila,38.761943640751355,-9.17848166690616,Food
Estrela,38.713333,-9.16,Jardim da Estrela,38.7146034474489,-9.159650559401827,Garden
Estrela,38.713333,-9.16,Esplanada do Jardim da Estrela,38.71410400684255,-9.159700870513914,Café
Estrela,38.713333,-9.16,Coreto do Jardim da Estrela,38.715211710687576,-9.159339040395032,Scenic Lookout
Estrela,38.713333,-9.16,Loco,38.71260350300116,-9.160066818041097,Portuguese Restaurant
Estrela,38.713333,-9.16,The House B&B,38.7120891653,-9.159413733505168,Bed & Breakfast
Estrela,38.713333,-9.16,Parque Infantil Jardim da Estrela,38.7147761326773,-9.157953652269395,Playground
Estrela,38.713333,-9.16,Outro Tempo,38.715082,-9.157811,Steakhouse
Estrela,38.713333,-9.16,Clube de Jornalistas,38.71010182959746,-9.159416382265087,Portuguese Restaurant
Estrela,38.713333,-9.16,Casa dos Ovos Moles em Lisboa,38.71332844687736,-9.15946675757373,Coffee Shop
Estrela,38.713333,-9.16,A Paródia,38.7135118232982,-9.164806229722226,Bar
Estrela,38.713333,-9.16,Geladaria Artisani,38.716827788963116,-9.157948920037006,Ice Cream Shop
Estrela,38.713333,-9.16,CNN - Clube Nacional de Natação,38.715743000626404,-9.155940888539874,Gym Pool
Estrela,38.713333,-9.16,Tasca da Esquina,38.715490309105554,-9.16374568170718,Restaurant
Estrela,38.713333,-9.16,Maritaca,38.71377703742261,-9.164645805718035,Pizza Place
Estrela,38.713333,-9.16,Hikidashi,38.716637484020545,-9.162513310323973,Japanese Restaurant
Estrela,38.713333,-9.16,Raffi's Bagels,38.71652702738418,-9.161640101147492,Bagel Shop
Estrela,38.713333,-9.16,Mercearia do campo,38.715769907643484,-9.16309118270874,Café
Estrela,38.713333,-9.16,house são bento,38.71236267794604,-9.15628724216198,Hostel
Estrela,38.713333,-9.16,Trempe,38.71662650680988,-9.162194945174054,Portuguese Restaurant
Estrela,38.713333,-9.16,Pingo Doce,38.71606290125692,-9.163970947265625,Grocery Store
Estrela,38.713333,-9.16,Flagrante Delitro,38.716753026412874,-9.162667131969005,Portuguese Restaurant
Estrela,38.713333,-9.16,Pingo Doce,38.71041041863209,-9.16148392666214,Grocery Store
Estrela,38.713333,-9.16,Cristal,38.710060478094455,-9.162490367889404,Café
Estrela,38.713333,-9.16,A Mimosa da Lapa,38.711511,-9.159116,Miscellaneous Shop
Estrela,38.713333,-9.16,Nacional Padel,38.71574427705752,-9.155724252838437,Athletics & Sports
Estrela,38.713333,-9.16,Alfazema,38.711209,-9.163932,Vegetarian / Vegan Restaurant
Estrela,38.713333,-9.16,XL,38.7120733352759,-9.154733801306476,Steakhouse
Estrela,38.713333,-9.16,Pingo Doce,38.710194993086105,-9.156070952698405,Supermarket
Estrela,38.713333,-9.16,Sr. Vinho,38.70992009164905,-9.157834183363235,Portuguese Restaurant
Estrela,38.713333,-9.16,Bazar da Lapa,38.71140300955996,-9.159418104219192,Hobby Shop
Estrela,38.713333,-9.16,EstaFado,38.712422,-9.156406,Portuguese Restaurant
Estrela,38.713333,-9.16,Junta de Freguesia da Estrela,38.71092278187939,-9.15759801864624,Business Service
Lumiar,38.765278,-9.158611,Pump Fitness Spirit Alvalade,38.76383270649576,-9.15938672893884,Gym
Lumiar,38.765278,-9.158611,Pavilhão João Rocha - Sporting Clube Portugal,38.7639810522719,-9.159483680563811,Soccer Stadium
Lumiar,38.765278,-9.158611,Loja Verde,38.76242963264762,-9.160672289011286,Sporting Goods Shop
Lumiar,38.765278,-9.158611,Holmes Place Alvalade,38.762539743853594,-9.161207150718694,Gym / Fitness Center
Lumiar,38.765278,-9.158611,Leonardus,38.76415259105709,-9.157514023971375,Restaurant
Lumiar,38.765278,-9.158611,Hanaya,38.766468948682466,-9.153677215747889,Japanese Restaurant
Lumiar,38.765278,-9.158611,Estádio José Alvalade,38.761713186371594,-9.160677695022688,Soccer Stadium
Lumiar,38.765278,-9.158611,Go Natural,38.76254591423847,-9.161302825997211,Vegetarian / Vegan Restaurant
Lumiar,38.765278,-9.158611,A Padaria Portuguesa,38.76335354243832,-9.153596114219647,Bakery
Lumiar,38.765278,-9.158611,Telepizza,38.7652227805748,-9.15593906104606,Pizza Place
Lumiar,38.765278,-9.158611,A Trigueira,38.76511592169283,-9.153661289814105,Bakery
Lumiar,38.765278,-9.158611,Praça Rainha Dona Filipa,38.767593137719594,-9.163180717458044,Plaza
Lumiar,38.765278,-9.158611,Samurai,38.764510504318565,-9.156983916921103,Sushi Restaurant
Lumiar,38.765278,-9.158611,Flor do Lumiar,38.765184824766294,-9.15670852120016,Breakfast Spot
Lumiar,38.765278,-9.158611,Pau Li,38.76576195139974,-9.15658556756953,Chinese Restaurant
Lumiar,38.765278,-9.158611,Multidesportivo Do Sporting Clube de Portugal,38.762532950533036,-9.161223578555484,Gym / Fitness Center
Lumiar,38.765278,-9.158611,Restaurante Chinês Neptuno,38.760877247185356,-9.159626058350833,Chinese Restaurant
Lumiar,38.765278,-9.158611,Lidl,38.76092414528942,-9.159155269444794,Supermarket
Lumiar,38.765278,-9.158611,Sumo,38.768306193225754,-9.158399244464666,Japanese Restaurant
Lumiar,38.765278,-9.158611,Burger Ranch,38.76099445874604,-9.15929917392131,Burger Joint
Lumiar,38.765278,-9.158611,Pingo Doce,38.76666042083015,-9.153773005504599,Supermarket
Lumiar,38.765278,-9.158611,Cinemas NOS Alvaláxia,38.761198313041355,-9.159521492703389,Movie Theater
Lumiar,38.765278,-9.158611,Burger King,38.76088308296629,-9.15956584275742,Fast Food Restaurant
Lumiar,38.765278,-9.158611,Dance Spot - Academia de Dança,38.764236980655554,-9.156185709839775,Dance Studio
Lumiar,38.765278,-9.158611,Bago De Arroz,38.76380156217761,-9.15801257561562,Restaurant
Lumiar,38.765278,-9.158611,O Conchas - Cafetaria,38.76929811362496,-9.156318365827643,Café
Lumiar,38.765278,-9.158611,Fofinho,38.76255668064067,-9.15405572889626,Café
Lumiar,38.765278,-9.158611,Edo Sushi Lumiar,38.766791,-9.156109,Sushi Restaurant
Lumiar,38.765278,-9.158611,McDonald's,38.762866212145845,-9.163356552154566,Fast Food Restaurant
Lumiar,38.765278,-9.158611,Piscinas do Sporting,38.762455242535786,-9.160672289011286,Pool
Lumiar,38.765278,-9.158611,Mr. Pizza,38.761052,-9.159596,Pizza Place
Marvila,38.745278000000006,-9.104167,Fábrica do Braço de Prata,38.7437426379415,-9.101024170379077,Art Gallery
Marvila,38.745278000000006,-9.104167,Underdogs Gallery,38.74486249518526,-9.101014137268066,Art Gallery
Marvila,38.745278000000006,-9.104167,Café com Calma,38.74171655482221,-9.10249969764567,Restaurant
Marvila,38.745278000000006,-9.104167,Old Scooter,38.74694977402539,-9.10432707898087,Motorcycle Shop
Marvila,38.745278000000006,-9.104167,O Filho do Menino Júlio dos Caracóis,38.74838803030265,-9.104108311389481,Portuguese Restaurant
Marvila,38.745278000000006,-9.104167,Varanda do Vale Formoso,38.74857369142907,-9.10429196792744,Restaurant
Marvila,38.745278000000006,-9.104167,O Germano,38.74945934783783,-9.104416020290325,Portuguese Restaurant
Marvila,38.745278000000006,-9.104167,O Rui do Barrote,38.74394121674887,-9.102102079500572,Portuguese Restaurant
Marvila,38.745278000000006,-9.104167,Bar das Colunas,38.74359488539678,-9.102545712845302,Restaurant
Marvila,38.745278000000006,-9.104167,El Bulo Social Club by Chakall,38.74214624738383,-9.102188938606423,Argentinian Restaurant
Marvila,38.745278000000006,-9.104167,Comidinhas,38.74928603271939,-9.103775223459115,Mediterranean Restaurant
Marvila,38.745278000000006,-9.104167,Restaurante Orienta-te,38.74917250685785,-9.102832659153544,Restaurant
Marvila,38.745278000000006,-9.104167,Estação Ferroviária de Braço de Prata,38.74838451145079,-9.101795040021786,Train Station
Marvila,38.745278000000006,-9.104167,Olho Tejo,38.74816001020027,-9.103227013547212,Café
Marvila,38.745278000000006,-9.104167,Adega Tavares,38.74777926489693,-9.101779256296151,Restaurant
Marvila,38.745278000000006,-9.104167,O Cantinho Do Vintage & Friends,38.742496,-9.102039,Thrift / Vintage Store
Misericordia,38.711389,-9.148056,Park,38.711194401943224,-9.147777544229891,Lounge
Misericordia,38.711389,-9.148056,The Mill,38.71087122543532,-9.149789211529557,Coffee Shop
Misericordia,38.711389,-9.148056,Taberna Portuguesa,38.71105261313601,-9.14813080973627,Portuguese Restaurant
Misericordia,38.711389,-9.148056,Fumeiro de Santa Catarina,38.70999635052507,-9.149220050173131,Portuguese Restaurant
Misericordia,38.711389,-9.148056,Pharmacia,38.70996887704318,-9.14738012310999,Cocktail Bar
Misericordia,38.711389,-9.148056,Miradouro de Santa Catarina (Adamastor),38.70946710282335,-9.147658742380129,Scenic Lookout
Misericordia,38.711389,-9.148056,Madame Petisca,38.70972377885752,-9.14817343768419,Portuguese Restaurant
Misericordia,38.711389,-9.148056,La Piadina,38.71090225707674,-9.146066975235657,Italian Restaurant
Misericordia,38.711389,-9.148056,Noobai Café,38.70956920521177,-9.148048975948331,Café
Misericordia,38.711389,-9.148056,Indie Rock Café,38.7127576276208,-9.146189150039785,Bar
Misericordia,38.711389,-9.148056,Ink Farm Food Café,38.71000395267879,-9.147109754649806,Juice Bar
Misericordia,38.711389,-9.148056,Zapata,38.71050625935854,-9.150379704409575,Portuguese Restaurant
Misericordia,38.711389,-9.148056,BA Wine Bar,38.71250567767798,-9.14537201538326,Wine Bar
Misericordia,38.711389,-9.148056,Pop Out,38.70994835668623,-9.14616170641392,Bar
Misericordia,38.711389,-9.148056,Tascamastai,38.71138870058893,-9.145482118675918,Cocktail Bar
Misericordia,38.711389,-9.148056,Estrela da Bica,38.70934,-9.146316,Restaurant
Misericordia,38.711389,-9.148056,Stay Inn Lisbon Hostel,38.711250076106126,-9.145924245686428,Hostel
Misericordia,38.711389,-9.148056,Elevador da Bica,38.71062547582026,-9.145953072431737,Tram Station
Misericordia,38.711389,-9.148056,Toma Lá Dá Cá,38.710416,-9.146392,Portuguese Restaurant
Misericordia,38.711389,-9.148056,A Casa das Janelas com Vista,38.71364178107143,-9.146849465930657,Bed & Breakfast
Misericordia,38.711389,-9.148056,A Cultura do Hamburguer,38.71097589136862,-9.144702501501092,Burger Joint
Misericordia,38.711389,-9.148056,Taqueria Pistola y Corazon,38.70863498003731,-9.147735811404141,Mexican Restaurant
Misericordia,38.711389,-9.148056,Yao Pressed Juicery,38.71099770033701,-9.149613699078797,Juice Bar
Misericordia,38.711389,-9.148056,Água pela Barba,38.710005,-9.146736,Fish & Chips Shop
Misericordia,38.711389,-9.148056,Incógnito,38.710929,-9.150939,Nightclub
Misericordia,38.711389,-9.148056,Hostel Inn BA,38.711418364627,-9.147189439177042,Hostel
Misericordia,38.711389,-9.148056,Espaço Santa Catarina,38.71103191187039,-9.149044802449229,Art Gallery
Misericordia,38.711389,-9.148056,Dear Lisbon B&B,38.71023225995792,-9.15029095314563,Bed & Breakfast
Misericordia,38.711389,-9.148056,ZDB - Galeria Zé dos Bois,38.711796,-9.144575,Art Gallery
Misericordia,38.711389,-9.148056,Sea Me - Peixaria Moderna,38.71070598918867,-9.144251166199416,Seafood Restaurant
Misericordia,38.711389,-9.148056,Manteigaria,38.710779,-9.14407,Pastry Shop
Misericordia,38.711389,-9.148056,"Hello, Kristof",38.7099690529848,-9.151362109184355,Coffee Shop
Misericordia,38.711389,-9.148056,Oasis Backpackers Mansion,38.70981982954689,-9.148550878763663,Hostel
Misericordia,38.711389,-9.148056,Apaixonarte,38.710819,-9.15133,Arts & Crafts Store
Misericordia,38.711389,-9.148056,CHIADO caffe,38.710730405031434,-9.144841491616608,Bakery
Misericordia,38.711389,-9.148056,Comoba Lisboa,38.70848006289393,-9.14701350124151,Café
Misericordia,38.711389,-9.148056,Bairrices,38.7124,-9.144708,Portuguese Restaurant
Misericordia,38.711389,-9.148056,Capela,38.71197219637669,-9.144919112041501,Nightclub
Misericordia,38.711389,-9.148056,Momento HB,38.71297385102973,-9.145495891571045,Restaurant
Misericordia,38.711389,-9.148056,Pastelaria Orion,38.710829,-9.146358,Café
